instance,run,n,alg,test,initial_f,best_f,delta,delta_rel,time,valid_perm
N-r100a2,1,100,GA,ga_best,96148,139693,43545,0.45289553604859173,9.347000,True
N-r100a2,2,100,GA,ga_best,92907,139570,46663,0.5022549431151582,10.330580,True
N-r100a2,3,100,GA,ga_best,95181,140263,45082,0.4736449501476135,9.475282,True
N-r100b2,1,100,ILS,ils_suave,80546,142966,62420,0.7749608919126959,81.438972,True
N-r100b2,2,100,ILS,ils_suave,87542,141979,54437,0.6218386603001987,81.334160,True
N-r100b2,3,100,ILS,ils_suave,79105,142432,63327,0.8005435813159725,81.193827,True
N-r100b2,1,100,ILS,ils_fuerte,80546,142966,62420,0.7749608919126959,81.095600,True
N-r100b2,2,100,ILS,ils_fuerte,87542,141979,54437,0.6218386603001987,81.428534,True
N-r100b2,3,100,ILS,ils_fuerte,79105,142432,63327,0.8005435813159725,80.838741,True
N-r100b2,1,100,ILS,ils_fuerte_grande,80546,142966,62420,0.7749608919126959,80.796983,True
N-r100b2,2,100,ILS,ils_fuerte_grande,87542,141979,54437,0.6218386603001987,82.013417,True
N-r100b2,3,100,ILS,ils_fuerte_grande,79105,142432,63327,0.8005435813159725,83.059570,True
N-r100b2,1,100,TABU,tabu_basico,80546,142966,62420,0.7749608919126959,69.707963,True
N-r100b2,2,100,TABU,tabu_basico,87542,141979,54437,0.6218386603001987,69.341254,True
N-r100b2,3,100,TABU,tabu_basico,79105,142432,63327,0.8005435813159725,68.733973,True
N-r100b2,1,100,TABU,tabu_memorias,80546,142966,62420,0.7749608919126959,69.449494,True
N-r100b2,2,100,TABU,tabu_memorias,87542,141979,54437,0.6218386603001987,67.372437,True
N-r100b2,3,100,TABU,tabu_memorias,79105,142432,63327,0.8005435813159725,67.351133,True
N-r100b2,1,100,TABU,tabu_memorias_grande,80546,142966,62420,0.7749608919126959,67.481661,True
N-r100b2,2,100,TABU,tabu_memorias_grande,87542,141979,54437,0.6218386603001987,68.058507,True
N-r100b2,3,100,TABU,tabu_memorias_grande,79105,142432,63327,0.8005435813159725,67.694617,True
N-r100b2,1,100,GA,ga_tournament_insert,94223,139125,44902,0.4765503114950702,10.647953,True
N-r100b2,2,100,GA,ga_tournament_insert,97159,137647,40488,0.41671898640372995,10.594350,True
N-r100b2,3,100,GA,ga_tournament_insert,91990,139101,47111,0.5121317534514621,10.572244,True
N-r100b2,1,100,GA,ga_tournament_swap,94223,125149,30926,0.328221347229445,8.119955,True
N-r100b2,2,100,GA,ga_tournament_swap,97159,123774,26615,0.27393242005372637,8.228417,True
N-r100b2,3,100,GA,ga_tournament_swap,91990,121256,29266,0.31814327644309165,8.143502,True
N-r100b2,1,100,GA,ga_best,94223,137553,43330,0.45986648695116905,9.421789,True
N-r100b2,2,100,GA,ga_best,97159,138424,41265,0.4247161868689468,9.954414,True
N-r100b2,3,100,GA,ga_best,91990,137265,45275,0.4921730622893793,10.232946,True
N-r100c2,1,100,ILS,ils_suave,83189,141185,57996,0.6971594802197406,81.139383,True
N-r100c2,2,100,ILS,ils_suave,79920,140636,60716,0.7597097097097097,81.947843,True
N-r100c2,3,100,ILS,ils_suave,81436,140844,59408,0.7295053784567022,81.453573,True
N-r100c2,1,100,ILS,ils_fuerte,83189,141185,57996,0.6971594802197406,81.042090,True
N-r100c2,2,100,ILS,ils_fuerte,79920,140636,60716,0.7597097097097097,81.158395,True
N-r100c2,3,100,ILS,ils_fuerte,81436,140844,59408,0.7295053784567022,81.332408,True
N-r100c2,1,100,ILS,ils_fuerte_grande,83189,141185,57996,0.6971594802197406,81.014161,True
N-r100c2,2,100,ILS,ils_fuerte_grande,79920,140636,60716,0.7597097097097097,80.897676,True
N-r100c2,3,100,ILS,ils_fuerte_grande,81436,140844,59408,0.7295053784567022,80.855204,True
N-r100c2,1,100,TABU,tabu_basico,83189,141185,57996,0.6971594802197406,67.002312,True
N-r100c2,2,100,TABU,tabu_basico,79920,140636,60716,0.7597097097097097,66.681145,True
N-r100c2,3,100,TABU,tabu_basico,81436,140844,59408,0.7295053784567022,66.475197,True
N-r100c2,1,100,TABU,tabu_memorias,83189,141185,57996,0.6971594802197406,67.045025,True
N-r100c2,2,100,TABU,tabu_memorias,79920,140636,60716,0.7597097097097097,68.237376,True
N-r100c2,3,100,TABU,tabu_memorias,81436,140844,59408,0.7295053784567022,67.395087,True
N-r100c2,1,100,TABU,tabu_memorias_grande,83189,141185,57996,0.6971594802197406,67.087309,True
N-r100c2,2,100,TABU,tabu_memorias_grande,79920,140636,60716,0.7597097097097097,66.668397,True
N-r100c2,3,100,TABU,tabu_memorias_grande,81436,140844,59408,0.7295053784567022,66.841886,True
N-r100c2,1,100,GA,ga_tournament_insert,91806,137299,45493,0.4955340609546217,10.873536,True
N-r100c2,2,100,GA,ga_tournament_insert,93716,137139,43423,0.4633467070724316,10.547699,True
N-r100c2,3,100,GA,ga_tournament_insert,96912,137317,40405,0.4169246326564306,10.647287,True
N-r100c2,1,100,GA,ga_tournament_swap,91806,124158,32352,0.35239526828311873,8.322119,True
N-r100c2,2,100,GA,ga_tournament_swap,93716,125142,31426,0.3353322805070639,8.239705,True
N-r100c2,3,100,GA,ga_tournament_swap,96912,121665,24753,0.2554172857850421,8.192684,True
N-r100c2,1,100,GA,ga_best,91806,137089,45283,0.49324662876064745,10.142309,True
N-r100c2,2,100,GA,ga_best,93716,136925,43209,0.46106321225831237,9.658511,True
N-r100c2,3,100,GA,ga_best,96912,134297,37385,0.3857623410929503,9.621722,True
N-r100d2,1,100,ILS,ils_suave,80154,141722,61568,0.7681213663697383,81.549841,True
N-r100d2,2,100,ILS,ils_suave,87485,141482,53997,0.6172143796079328,81.389532,True
N-r100d2,3,100,ILS,ils_suave,81322,141461,60139,0.7395169818745235,81.510943,True
N-r100d2,1,100,ILS,ils_fuerte,80154,141722,61568,0.7681213663697383,81.153230,True
N-r100d2,2,100,ILS,ils_fuerte,87485,141482,53997,0.6172143796079328,81.231041,True
N-r100d2,3,100,ILS,ils_fuerte,81322,141461,60139,0.7395169818745235,81.730754,True
N-r100d2,1,100,ILS,ils_fuerte_grande,80154,141722,61568,0.7681213663697383,81.854597,True
N-r100d2,2,100,ILS,ils_fuerte_grande,87485,141482,53997,0.6172143796079328,81.384834,True
N-r100d2,3,100,ILS,ils_fuerte_grande,81322,141461,60139,0.7395169818745235,81.343063,True
N-r100d2,1,100,TABU,tabu_basico,80154,141722,61568,0.7681213663697383,67.079130,True
N-r100d2,2,100,TABU,tabu_basico,87485,141482,53997,0.6172143796079328,67.292773,True
N-r100d2,3,100,TABU,tabu_basico,81322,141461,60139,0.7395169818745235,66.776515,True
N-r100d2,1,100,TABU,tabu_memorias,80154,141722,61568,0.7681213663697383,67.099193,True
N-r100d2,2,100,TABU,tabu_memorias,87485,141482,53997,0.6172143796079328,66.826172,True
N-r100d2,3,100,TABU,tabu_memorias,81322,141461,60139,0.7395169818745235,67.178923,True
N-r100d2,1,100,TABU,tabu_memorias_grande,80154,141722,61568,0.7681213663697383,66.805938,True
N-r100d2,2,100,TABU,tabu_memorias_grande,87485,141482,53997,0.6172143796079328,66.870615,True
N-r100d2,3,100,TABU,tabu_memorias_grande,81322,141461,60139,0.7395169818745235,67.588828,True
N-r100d2,1,100,GA,ga_tournament_insert,95065,138124,43059,0.4529427233997791,10.676388,True
N-r100d2,2,100,GA,ga_tournament_insert,96391,138061,41670,0.4323017709122221,10.573760,True
N-r100d2,3,100,GA,ga_tournament_insert,95793,137598,41805,0.4364097585418559,10.687565,True
N-r100d2,1,100,GA,ga_tournament_swap,95065,125258,30193,0.31760374480618525,8.321558,True
N-r100d2,2,100,GA,ga_tournament_swap,96391,122988,26597,0.2759282505628119,8.636609,True
N-r100d2,3,100,GA,ga_tournament_swap,95793,123899,28106,0.2934034845969956,8.362048,True
N-r100d2,1,100,GA,ga_best,95065,137724,42659,0.4487350760006312,9.818050,True
N-r100d2,2,100,GA,ga_best,96391,136600,40209,0.41714475417829466,9.659874,True
N-r100d2,3,100,GA,ga_best,95793,137791,41998,0.43842451953691813,10.027744,True
N-r100e2,1,100,ILS,ils_suave,85483,146637,61154,0.7153937040113238,81.265337,True
N-r100e2,2,100,ILS,ils_suave,89731,146419,56688,0.6317549119033555,81.980546,True
N-r100e2,3,100,ILS,ils_suave,85835,146980,61145,0.7123550999009728,81.992673,True
N-r100e2,1,100,ILS,ils_fuerte,85483,146637,61154,0.7153937040113238,81.735095,True
N-r100e2,2,100,ILS,ils_fuerte,89731,146419,56688,0.6317549119033555,81.719812,True
N-r100e2,3,100,ILS,ils_fuerte,85835,146980,61145,0.7123550999009728,81.568275,True
N-r100e2,1,100,ILS,ils_fuerte_grande,85483,146637,61154,0.7153937040113238,81.983630,True
N-r100e2,2,100,ILS,ils_fuerte_grande,89731,146419,56688,0.6317549119033555,82.270988,True
N-r100e2,3,100,ILS,ils_fuerte_grande,85835,146980,61145,0.7123550999009728,81.626045,True
N-r100e2,1,100,TABU,tabu_basico,85483,146637,61154,0.7153937040113238,69.841648,True
N-r100e2,2,100,TABU,tabu_basico,89731,146419,56688,0.6317549119033555,70.022987,True
N-r100e2,3,100,TABU,tabu_basico,85835,146980,61145,0.7123550999009728,70.212832,True
N-r100e2,1,100,TABU,tabu_memorias,85483,146637,61154,0.7153937040113238,70.016607,True
N-r100e2,2,100,TABU,tabu_memorias,89731,146419,56688,0.6317549119033555,70.108229,True
N-r100e2,3,100,TABU,tabu_memorias,85835,146980,61145,0.7123550999009728,70.054330,True
N-r100e2,1,100,TABU,tabu_memorias_grande,85483,146637,61154,0.7153937040113238,70.561484,True
N-r100e2,2,100,TABU,tabu_memorias_grande,89731,146419,56688,0.6317549119033555,70.220935,True
N-r100e2,3,100,TABU,tabu_memorias_grande,85835,146980,61145,0.7123550999009728,70.142686,True
N-r100e2,1,100,GA,ga_tournament_insert,93669,143307,49638,0.5299298593985203,10.582282,True
N-r100e2,2,100,GA,ga_tournament_insert,94739,142547,47808,0.5046285056840372,10.587207,True
N-r100e2,3,100,GA,ga_tournament_insert,95784,143569,47785,0.49888290319886414,10.594616,True
N-r100e2,1,100,GA,ga_tournament_swap,93669,130223,36554,0.3902465063147893,8.253088,True
N-r100e2,2,100,GA,ga_tournament_swap,94739,131354,36615,0.38648286344588817,8.298033,True
N-r100e2,3,100,GA,ga_tournament_swap,95784,127168,31384,0.32765388791447425,8.224341,True
N-r100e2,1,100,GA,ga_best,93669,142683,49014,0.5232681036415463,9.847057,True
N-r100e2,2,100,GA,ga_best,94739,143384,48645,0.5134633044469543,9.621766,True
N-r100e2,3,100,GA,ga_best,95784,142142,46358,0.48398479913137893,10.548842,True

